"Type","Subjects","Old","New","Count"
"knowledge","OS","随机访问","文件系统","5"
"knowledge","OS","索引分配","文件系统","10"
"knowledge","OS","索引结点","文件系统","16"
"knowledge","OS","特权指令","系统调用与中断","9"
"knowledge","OS","外部碎片","内存分配","5"
"knowledge","OS","外部中断","系统调用与中断","2"
"knowledge","OS","微内核","操作系统概述","6"
"knowledge","OS","位示图","文件系统","8"
"knowledge","OS","文件控制块","文件系统","16"
"knowledge","OS","文件描述符","文件系统","7"
"knowledge","OS","文件物理结构","文件系统","13"
"knowledge","OS","系统调用","系统调用与中断","27"
"knowledge","OS","先来先服务调度","进程调度","11"
"knowledge","OS","线程调度","进程与线程","4"
"knowledge","OS","线程切换","进程与线程","6"
"knowledge","OS","线程切换开销","进程与线程","3"
"knowledge","OS","线程同步","同步与互斥","5"
"knowledge","OS","陷入指令","系统调用与中断","6"
"knowledge","OS","响应时间","进程调度","7"
"knowledge","OS","信号量","同步与互斥","41"
"knowledge","OS","信号量机制","同步与互斥","3"
"knowledge","OS","信号量V操作","同步与互斥","3"
"knowledge","OS","虚拟地址","虚拟内存","2"
"knowledge","OS","虚拟地址空间","虚拟内存","6"
"knowledge","OS","旋转延迟","磁盘调度","8"
"knowledge","OS","寻道时间","磁盘调度","4"
"knowledge","OS","循环等待","死锁","10"
"knowledge","OS","循环等待条件","死锁","5"
"knowledge","OS","页表","虚拟内存","7"
"knowledge","OS","页表基址寄存器","虚拟内存","3"
"knowledge","OS","页表项","虚拟内存","5"
"knowledge","OS","页表项大小","虚拟内存","4"
"knowledge","OS","页表映射","虚拟内存","8"
"knowledge","OS","页面大小","虚拟内存","5"
"knowledge","OS","页内偏移","虚拟内存","6"
"knowledge","OS","页式虚拟存储管理","虚拟内存","8"
"knowledge","OS","异步I_O","I_O管理","1"
"knowledge","OS","异常","系统调用与中断","1"
"knowledge","OS","异常处理","系统调用与中断","4"
"knowledge","OS","银行家算法","死锁","22"
"knowledge","OS","隐式链接分配","文件系统","4"
"knowledge","OS","硬链接","文件系统","5"
"knowledge","OS","用户级线程","进程与线程","9"
"knowledge","OS","用户级线程切换","进程与线程","3"
"knowledge","OS","用户态","系统调用与中断","7"
"knowledge","OS","用户态内核态切换","系统调用与中断","3"
"knowledge","OS","用户态切换","系统调用与中断","3"
"knowledge","OS","用户态与内核态","系统调用与中断","9"
"knowledge","OS","优先级调度","进程调度","11"
"knowledge","OS","原子操作","同步与互斥","5"
"knowledge","OS","哲学家进餐问题","经典同步问题","3"
"knowledge","OS","中断","系统调用与中断","4"
"knowledge","OS","中断处理","系统调用与中断","7"
"knowledge","OS","中断处理程序","系统调用与中断","9"
"knowledge","OS","中断处理开销","系统调用与中断","3"
"knowledge","OS","中断方式","系统调用与中断","2"
"knowledge","OS","中断服务程序","系统调用与中断","2"
"knowledge","OS","中断机制","系统调用与中断","2"
"knowledge","OS","中断屏蔽字","系统调用与中断","2"
"knowledge","OS","中断驱动I_O","I_O管理","3"
"knowledge","OS","中断响应","系统调用与中断","2"
"knowledge","OS","中断向量","系统调用与中断","2"
"knowledge","OS","中断向量表","系统调用与中断","3"
"knowledge","OS","中断隐指令","系统调用与中断","3"
"knowledge","OS","周转时间","进程调度","14"
"knowledge","OS","周转时间计算","进程调度","5"
"knowledge","OS","资源分配","死锁","17"
"knowledge","OS","资源分配图","死锁","8"
"knowledge","OS","资源管理","操作系统概述","6"
"knowledge","OS","资源互斥","同步与互斥","3"
"knowledge","OS","资源利用率","进程调度","6"
"knowledge","OS","阻塞式I_O","I_O管理","1"
"knowledge","OS","阻塞态","进程与线程","6"
"knowledge","OS","最短寻道时间优先","磁盘调度","4"
"knowledge","OS","最佳适应算法","内存分配","7"
"knowledge","OS","作业调度","进程调度","6"
"knowledge","OS","Belady异常","页面置换","3"
"knowledge","OS","C-SCAN","磁盘调度","4"
"knowledge","OS","CPU利用率","进程调度","6"
"knowledge","OS","CPU与I_O并行","I_O管理","1"
"knowledge","OS","CPU与I_O速度匹配","I_O管理","1"
"knowledge","OS","CPU与I_O重叠","I_O管理","1"
"knowledge","OS","DMA传送","I_O管理","1"
"knowledge","OS","DMA方式","I_O管理","6"
"knowledge","OS","DMA控制器","I_O管理","2"
"knowledge","OS","FAT","文件系统","1"
"knowledge","OS","FIFO页面置换算法","页面置换","10"
"knowledge","OS","I_O操作","I_O管理","1"
"knowledge","OS","I_O等待","I_O管理","1"
"knowledge","OS","I_O缓冲","I_O管理","1"
"knowledge","OS","I_O缓冲技术","I_O管理","1"
"knowledge","OS","I_O接口","I_O管理","1"
"knowledge","OS","I_O开销","I_O管理","1"
"knowledge","OS","I_O控制方式","I_O管理","6"
"knowledge","OS","I_O逻辑","I_O管理","1"
"knowledge","OS","I_O请求处理流程","I_O管理","2"
"knowledge","OS","I_O软件层次","I_O管理","5"
"knowledge","OS","I_O设备管理","I_O管理","1"
"knowledge","OS","I_O设备利用率","I_O管理","1"
"knowledge","OS","I_O时间计算","I_O管理","1"
"knowledge","OS","I_O数据路径","I_O管理","1"
"knowledge","OS","I_O完成唤醒","I_O管理","1"
"knowledge","OS","I_O完成事件","I_O管理","1"
"knowledge","OS","I_O效率","I_O管理","1"
"knowledge","OS","I_O型作业","I_O管理","1"
"knowledge","OS","I_O与CPU并行","I_O管理","1"
"knowledge","OS","I_O指令","I_O管理","1"
"knowledge","OS","I_O中断","I_O管理","2"
"knowledge","OS","LRU页面置换算法","页面置换","12"
"knowledge","OS","P操作","同步与互斥","15"
"knowledge","OS","Peterson算法","同步与互斥","5"
"knowledge","OS","PV操作","同步与互斥","22"
"knowledge","OS","SCAN算法","磁盘调度","7"
"knowledge","OS","SPOOLing","I_O管理","13"
"knowledge","OS","SSTF算法","磁盘调度","6"
"knowledge","OS","TLB","虚拟内存","2"
"knowledge","OS","TLB命中率","虚拟内存","5"
"knowledge","OS","V操作","同步与互斥","14"
"knowledge","PS","0-1分布","二项分布","16"
"knowledge","PS","半正态分布","正态分布","6"
"knowledge","PS","边缘分布函数","边缘分布","6"
"knowledge","PS","边缘分布律","边缘分布","3"
"knowledge","PS","边缘概率密度","边缘分布","33"
"knowledge","PS","变量变换","随机变量函数的分布","5"
"knowledge","PS","变量变换法","随机变量函数的分布","6"
"knowledge","PS","变量替换","随机变量函数的分布","6"
"knowledge","PS","变量替换法","随机变量函数的分布","3"
"knowledge","PS","标准化","正态分布","29"
"knowledge","PS","标准正态","正态分布","4"
"knowledge","PS","标准正态分布","正态分布","43"
"knowledge","PS","标准正态分布函数","正态分布","9"
"knowledge","PS","标准正态分位数","置信区间","3"
"knowledge","PS","伯努利分布","二项分布","8"
"knowledge","PS","伯努利试验","二项分布","6"
"knowledge","PS","补事件概率","随机事件与概率","5"
"knowledge","PS","不放回抽样","超几何分布","10"
"knowledge","PS","不相关","协方差与相关系数","15"
"knowledge","PS","不相关与独立","协方差与相关系数","15"
"knowledge","PS","超几何分布","几何分布","6"
"knowledge","PS","乘法公式","条件概率","13"
"knowledge","PS","次序统计量","总体与样本","25"
"knowledge","PS","大数定律与中心极限定理","中心极限定理","9"
"knowledge","PS","单侧检验","假设检验","5"
"knowledge","PS","德摩根定律","随机事件与概率","3"
"knowledge","PS","德摩根律","随机事件与概率","17"
"knowledge","PS","第二类错误","假设检验","17"
"knowledge","PS","第一类错误","假设检验","11"
"knowledge","PS","独立事件","事件独立性","7"
"knowledge","PS","独立事件概率","事件独立性","4"
"knowledge","PS","独立随机变量","随机变量独立性","28"
"knowledge","PS","独立随机变量和","随机变量独立性","4"
"knowledge","PS","独立同分布","随机变量独立性","23"
"knowledge","PS","独立性","事件独立性","95"
"knowledge","PS","独立与不相关","协方差与相关系数","3"
"knowledge","PS","独立正态线性组合","随机变量函数的分布","4"
"knowledge","PS","独立重复试验","二项分布","20"
"knowledge","PS","对称性","分布性质","27"
"knowledge","PS","对立事件","随机事件与概率","39"
"knowledge","PS","对立事件概率","随机事件与概率","5"
"knowledge","PS","对数似然函数","最大似然估计","3"
"knowledge","PS","多维随机变量及其分布","联合分布","50"
"knowledge","PS","多项分布","其他常见分布","10"
"knowledge","PS","二维分布函数","联合分布","8"
"knowledge","PS","二维均匀分布","均匀分布","47"
"knowledge","PS","二维连续型随机变量","联合分布","5"
"knowledge","PS","二维联合分布函数","联合分布","3"
"knowledge","PS","二维随机变量","联合分布","7"
"knowledge","PS","二维正态","正态分布","4"
"knowledge","PS","二维正态分布","正态分布","52"
"knowledge","PS","二重积分","联合分布","11"
"knowledge","PS","二重积分换元","联合分布","1"
"knowledge","PS","方差公式","方差","7"
"knowledge","PS","方差计算","方差","23"
"knowledge","PS","方差可加性","方差","5"
"knowledge","PS","方差性质","方差","34"
"knowledge","PS","方差已知","方差","4"
"knowledge","PS","分布函数单调性","分布函数","3"
"knowledge","PS","分布函数定义","分布函数","6"
"knowledge","PS","分布函数法","分布函数","44"
"knowledge","PS","分布函数连续性","分布函数","3"
"knowledge","PS","分布函数求解","分布函数","5"
"knowledge","PS","分布函数性质","分布函数","5"
"knowledge","PS","分布律","分布函数","16"
"knowledge","PS","分段函数","随机变量函数的分布","7"
"knowledge","PS","分段函数积分","随机变量函数的分布","3"
"knowledge","PS","分段积分","随机变量函数的分布","8"
"knowledge","PS","分位数","置信区间","17"
"knowledge","PS","负二项分布","二项分布","10"
"knowledge","PS","概率乘法公式","条件概率","6"
"knowledge","PS","概率单调性","随机事件与概率","7"
"knowledge","PS","概率的性质","随机事件与概率","15"
"knowledge","PS","概率积分变换","随机变量函数的分布","11"
"knowledge","PS","概率计算","随机事件与概率","36"
"knowledge","PS","概率加法公式","随机事件与概率","27"
"knowledge","PS","概率密度归一化","概率密度函数","9"
"knowledge","PS","概率密度归一性","概率密度函数","5"
"knowledge","PS","概率密度积分","概率密度函数","4"
"knowledge","PS","估计量的评选标准","估计量评价","3"
"knowledge","PS","估计量方差","估计量评价","3"
"knowledge","PS","归一化条件","概率密度函数","12"
"knowledge","PS","和差积商的分布","随机变量函数的分布","13"
"knowledge","PS","和事件概率","随机事件与概率","3"
"knowledge","PS","互不相容","事件独立性","9"
"knowledge","PS","互斥事件","事件独立性","4"
"knowledge","PS","混合分布","其他常见分布","10"
"knowledge","PS","混合型分布","其他常见分布","6"
"knowledge","PS","混合型随机变量","其他常见分布","13"
"knowledge","PS","几何概率","古典概型","7"
"knowledge","PS","几何概型","古典概型","26"
"knowledge","PS","加法公式","随机事件与概率","11"
"knowledge","PS","伽马函数","其他常见分布","5"
"knowledge","PS","简单随机样本","总体与样本","6"
"knowledge","PS","矩母函数","数学期望","6"
"knowledge","PS","拒绝域","假设检验","22"
"knowledge","PS","卷积","随机变量函数的分布","4"
"knowledge","PS","卷积公式","随机变量函数的分布","16"
"knowledge","PS","绝对值期望","数学期望","5"
"knowledge","PS","卡方分布","抽样分布","84"
"knowledge","PS","柯西分布","其他常见分布","8"
"knowledge","PS","拉普拉斯分布","其他常见分布","7"
"knowledge","PS","离散均匀分布","均匀分布","6"
"knowledge","PS","离散型随机变量","分布函数","25"
"knowledge","PS","连续型随机变量","概率密度函数","42"
"knowledge","PS","联合分布函数","联合分布","13"
"knowledge","PS","联合分布律","联合分布","13"
"knowledge","PS","联合概率密度","联合分布","29"
"knowledge","PS","两类错误","假设检验","10"
"knowledge","PS","两两独立","随机变量独立性","11"
"knowledge","PS","林德伯格-莱维中心极限定理","中心极限定理","3"
"knowledge","PS","零概率事件","随机事件与概率","5"
"knowledge","PS","密度函数","概率密度函数","7"
"knowledge","PS","泊松分布可加性","泊松分布","3"
"knowledge","PS","泊松过程","泊松分布","8"
"knowledge","PS","期望方差计算","方差","3"
"knowledge","PS","期望计算","数学期望","21"
"knowledge","PS","切比雪夫不等式","概率不等式","31"
"knowledge","PS","切比雪夫大数定律","大数定律","4"
"knowledge","PS","区间概率计算","随机事件与概率","3"
"knowledge","PS","区间估计","置信区间","16"
"knowledge","PS","全方差公式","方差","4"
"knowledge","PS","全期望公式","数学期望","8"
"knowledge","PS","容斥公式","随机事件与概率","5"
"knowledge","PS","容斥原理","随机事件与概率","22"
"knowledge","PS","上侧分位数","置信区间","5"
"knowledge","PS","示性函数","随机变量函数的分布","6"
"knowledge","PS","似然函数","最大似然估计","15"
"knowledge","PS","似然函数求导","最大似然估计","3"
"knowledge","PS","事件包含关系","随机事件与概率","11"
"knowledge","PS","事件概率","随机事件与概率","7"
"knowledge","PS","事件概率计算","随机事件与概率","4"
"knowledge","PS","事件关系","随机事件与概率","15"
