"Type","Subjects","Old","New","Count"
"knowledge","CO","SSD","外部存储器","3"
"knowledge","CO","TLB","虚拟存储器","7"
"knowledge","DS","败者树","外部排序","8"
"knowledge","DS","比较次数","算法复杂度","15"
"knowledge","DS","边界条件","数据结构基础","6"
"knowledge","DS","遍历序列","二叉树遍历","13"
"knowledge","DS","插入操作","算法设计","8"
"knowledge","DS","查找算法","查找","4"
"knowledge","DS","冲突处理","散列表","15"
"knowledge","DS","出栈序列","栈","27"
"knowledge","DS","初始归并段","外部排序","6"
"knowledge","DS","除留余数法","散列表","5"
"knowledge","DS","磁盘I_O","外部排序","5"
"knowledge","DS","存储结构","数据结构基础","17"
"knowledge","DS","大根堆","选择排序","9"
"knowledge","DS","带权路径长度","哈夫曼树","19"
"knowledge","DS","单链表","链表","33"
"knowledge","DS","单源最短路径","最短路径","2"
"knowledge","DS","地址计算","数组与特殊矩阵","5"
"knowledge","DS","递归","数据结构基础","11"
"knowledge","DS","递归遍历","二叉树遍历","8"
"knowledge","DS","递归调用","数据结构基础","2"
"knowledge","DS","递归树","数据结构基础","4"
"knowledge","DS","递归算法","数据结构基础","9"
"knowledge","DS","堆","选择排序","6"
"knowledge","DS","堆插入","选择排序","3"
"knowledge","DS","堆调整","选择排序","4"
"knowledge","DS","堆排序","选择排序","19"
"knowledge","DS","队空队满判断","队列","3"
"knowledge","DS","队列操作","队列","8"
"knowledge","DS","对称矩阵","数组与特殊矩阵","11"
"knowledge","DS","多路归并","外部排序","12"
"knowledge","DS","二叉链表","链表","5"
"knowledge","DS","二叉树","树与二叉树","27"
"knowledge","DS","二叉树顺序存储","树与二叉树","3"
"knowledge","DS","二叉树性质","树与二叉树","35"
"knowledge","DS","二叉树重建","树与二叉树","3"
"knowledge","DS","二维数组","数组与特殊矩阵","4"
"knowledge","DS","分块查找","查找","7"
"knowledge","DS","复杂度分析","算法复杂度","12"
"knowledge","DS","共享栈","栈","4"
"knowledge","DS","广度优先搜索","图的遍历","14"
"knowledge","DS","归并趟数","外部排序","5"
"knowledge","DS","哈夫曼编码","哈夫曼树","12"
"knowledge","DS","孩子兄弟表示法","树与二叉树","24"
"knowledge","DS","函数调用栈","栈","3"
"knowledge","DS","后进先出","栈","9"
"knowledge","DS","后序遍历","二叉树遍历","21"
"knowledge","DS","后序序列","二叉树遍历","7"
"knowledge","DS","活动最早_最迟开始时间","关键路径","1"
"knowledge","DS","简单选择排序","选择排序","16"
"knowledge","DS","结点度数","树与二叉树","12"
"knowledge","DS","结点分裂","树与二叉树","3"
"knowledge","DS","结点数","树与二叉树","22"
"knowledge","DS","静态链表","链表","4"
"knowledge","DS","卡特兰数","树与二叉树","16"
"knowledge","DS","开放定址法","散列表","6"
"knowledge","DS","空间复杂度","算法复杂度","7"
"knowledge","DS","快速排序","交换排序","34"
"knowledge","DS","括号匹配","栈","7"
"knowledge","DS","连通分量","图的遍历","11"
"knowledge","DS","链表操作","链表","12"
"knowledge","DS","链表插入","链表","7"
"knowledge","DS","链表合并","链表","4"
"knowledge","DS","链表删除","链表","4"
"knowledge","DS","链地址法","散列表","5"
"knowledge","DS","链式存储","数据结构基础","12"
"knowledge","DS","链式队列","队列","10"
"knowledge","DS","链栈","栈","6"
"knowledge","DS","列优先存储","数组与特殊矩阵","9"
"knowledge","DS","邻接表","图的存储","29"
"knowledge","DS","邻接矩阵","图的存储","38"
"knowledge","DS","逻辑结构","数据结构基础","11"
"knowledge","DS","满二叉树","树与二叉树","10"
"knowledge","DS","冒泡排序","交换排序","10"
"knowledge","DS","模式匹配","串与KMP","5"
"knowledge","DS","内部排序","排序","7"
"knowledge","DS","排序算法","排序","31"
"knowledge","DS","排序稳定性","排序","26"
"knowledge","DS","判定树","折半查找","13"
"knowledge","DS","平衡因子","平衡二叉树","16"
"knowledge","DS","平均查找长度","查找","40"
"knowledge","DS","前驱后继","树与二叉树","5"
"knowledge","DS","前缀码","哈夫曼树","7"
"knowledge","DS","强连通分量","图的遍历","6"
"knowledge","DS","入度","拓扑排序","8"
"knowledge","DS","入栈操作","栈","4"
"knowledge","DS","三对角矩阵","数组与特殊矩阵","7"
"knowledge","DS","散列查找","散列表","5"
"knowledge","DS","散列函数","散列表","10"
"knowledge","DS","森林","树与二叉树","4"
"knowledge","DS","森林与二叉树转换","树与二叉树","18"
"knowledge","DS","删除操作","算法设计","14"
"knowledge","DS","深度优先搜索","图的遍历","23"
"knowledge","DS","生成树","最小生成树","10"
"knowledge","DS","十字链表","图的存储","4"
"knowledge","DS","时间复杂度","算法复杂度","97"
"knowledge","DS","事件最早_最迟发生时间","关键路径","1"
"knowledge","DS","树存储结构","数据结构基础","4"
"knowledge","DS","树的度","树与二叉树","7"
"knowledge","DS","树的高度","树与二叉树","15"
"knowledge","DS","树的性质","树与二叉树","14"
"knowledge","DS","树与二叉树转换","树与二叉树","5"
"knowledge","DS","树与森林","树与二叉树","3"
"knowledge","DS","数据结构","数据结构基础","9"
"knowledge","DS","数组存储","数组与特殊矩阵","4"
"knowledge","DS","数组地址计算","数组与特殊矩阵","2"
"knowledge","DS","数组实现","数组与特殊矩阵","2"
"knowledge","DS","数组下标","数组与特殊矩阵","3"
"knowledge","DS","数组下标映射","数组与特殊矩阵","8"
"knowledge","DS","双端队列","队列","4"
"knowledge","DS","双链表","链表","12"
"knowledge","DS","双亲表示法","树与二叉树","11"
"knowledge","DS","双指针","算法设计","15"
"knowledge","DS","顺序查找","查找","16"
"knowledge","DS","顺序存储","数据结构基础","29"
"knowledge","DS","顺序栈","栈","8"
"knowledge","DS","随机存取","数据结构基础","11"
"knowledge","DS","贪心算法","算法设计","7"
"knowledge","DS","特殊矩阵","数组与特殊矩阵","7"
"knowledge","DS","头插法","链表","9"
"knowledge","DS","头结点","树与二叉树","4"
"knowledge","DS","图存储","图的存储","7"
"knowledge","DS","图的存储结构","数据结构基础","5"
"knowledge","DS","外部结点","树与二叉树","3"
"knowledge","DS","完全二叉树","树与二叉树","51"
"knowledge","DS","完全图","图","7"
"knowledge","DS","尾指针","链表","8"
"knowledge","DS","握手定理","图","9"
"knowledge","DS","无向图","图","18"
"knowledge","DS","希尔排序","插入排序","16"
"knowledge","DS","稀疏矩阵","数组与特殊矩阵","7"
"knowledge","DS","先序遍历","二叉树遍历","6"
"knowledge","DS","先序后序","二叉树遍历","4"
"knowledge","DS","先序序列","二叉树遍历","9"
"knowledge","DS","线性表","顺序表","14"
"knowledge","DS","线性探测","散列表","16"
"knowledge","DS","小根堆","选择排序","5"
"knowledge","DS","行优先存储","数组与特殊矩阵","14"
"knowledge","DS","循环单链表","链表","6"
"knowledge","DS","循环队列","队列","15"
"knowledge","DS","循环链表","链表","12"
"knowledge","DS","循环双链表","链表","4"
"knowledge","DS","压缩存储","数组与特殊矩阵","24"
"knowledge","DS","叶结点","树与二叉树","10"
"knowledge","DS","叶结点数","树与二叉树","3"
"knowledge","DS","一趟划分","交换排序","4"
"knowledge","DS","有向图","图","28"
"knowledge","DS","有向图判环","图","3"
"knowledge","DS","有向无环图","拓扑排序","12"
"knowledge","DS","有序表","顺序表","8"
"knowledge","DS","有序表合并","顺序表","3"
"knowledge","DS","有序链表","链表","4"
"knowledge","DS","增量序列","插入排序","6"
"knowledge","DS","栈顶指针","栈","7"
"knowledge","DS","栈基本操作","栈","3"
"knowledge","DS","栈深度","栈","3"
"knowledge","DS","栈应用","栈","11"
"knowledge","DS","直接插入排序","插入排序","15"
"knowledge","DS","指针操作","链表","15"
"knowledge","DS","置换-选择排序","选择排序","3"
"knowledge","DS","置换选择排序","选择排序","6"
"knowledge","DS","中序遍历","二叉树遍历","27"
"knowledge","DS","中序序列","二叉树遍历","8"
"knowledge","DS","装填因子","散列表","9"
"knowledge","DS","字符串匹配","串与KMP","8"
"knowledge","DS","祖先关系","树与二叉树","5"
"knowledge","DS","最佳归并树","外部排序","7"
"knowledge","DS","AOE网","关键路径","21"
"knowledge","DS","B+树","B树与B+树","8"
"knowledge","DS","B树","B树与B+树","27"
"knowledge","DS","B树插入","B树与B+树","3"
"knowledge","DS","B树性质","B树与B+树","5"
"knowledge","DS","DAG","拓扑排序","1"
"knowledge","DS","DFS序列","图的遍历","3"
"knowledge","DS","Dijkstra算法","最短路径","14"
"knowledge","DS","Kahn算法","拓扑排序","8"
"knowledge","DS","KMP算法","串与KMP","17"
"knowledge","DS","Kruskal算法","最小生成树","15"
"knowledge","DS","LL_LR_RR_RL失衡","平衡二叉树","1"
"knowledge","DS","MST唯一性","最小生成树","3"
"knowledge","DS","next数组","串与KMP","11"
"knowledge","DS","nextval数组","串与KMP","5"
"knowledge","DS","Prim算法","最小生成树","9"
"knowledge","LA","按行展开","行列式","9"
"knowledge","LA","半正定矩阵","二次型","5"
"knowledge","LA","伴随矩阵的秩","矩阵的秩","3"
"knowledge","LA","伴随矩阵性质","伴随矩阵","13"
"knowledge","LA","标准形","二次型","9"
"knowledge","LA","不变子空间","向量组线性相关性","7"
"knowledge","LA","参数求解","线性方程组","9"
"knowledge","LA","参数讨论","线性方程组","13"
"knowledge","LA","初等矩阵","初等变换","22"
"knowledge","LA","初等列变换","初等变换","8"
"knowledge","LA","初等行变换","初等变换","13"
"knowledge","LA","代数余子式","伴随矩阵","62"
"knowledge","LA","单位矩阵","矩阵运算","5"
"knowledge","LA","单位向量","向量","2"
"knowledge","LA","递推法","行列式","9"
"knowledge","LA","递推关系","行列式","5"
"knowledge","LA","对称矩阵","实对称矩阵","18"
"knowledge","LA","对合矩阵","矩阵","3"
"knowledge","LA","对角化","相似对角化","15"
"knowledge","LA","对角矩阵","矩阵运算","10"
"knowledge","LA","二次曲面","向量","12"
"knowledge","LA","二次曲面分类","向量","5"
"knowledge","LA","二次型的标准形","二次型","25"
"knowledge","LA","二次型的规范形","二次型","17"
"knowledge","LA","二次型的秩","二次型","4"
"knowledge","LA","二次型矩阵","二次型","19"
"knowledge","LA","二次型正定","二次型","6"
"knowledge","LA","二次型最值","二次型","4"
"knowledge","LA","二项式展开","矩阵多项式","7"
"knowledge","LA","法向量","向量","4"
"knowledge","LA","反对称矩阵","实对称矩阵","21"
"knowledge","LA","范德蒙德行列式","行列式","14"
"knowledge","LA","方程组的公共解","线性方程组","3"
"knowledge","LA","非齐次方程组","线性方程组","13"
"knowledge","LA","非齐次通解","线性方程组","4"
"knowledge","LA","非齐次线性方程组","线性方程组","35"
"knowledge","LA","分块对角矩阵","分块矩阵","4"
"knowledge","LA","分块矩阵的秩","矩阵的秩","5"
"knowledge","LA","分块矩阵行列式","分块矩阵","7"
"knowledge","LA","分块行列式","分块矩阵","7"
"knowledge","LA","负惯性指数","二次型","3"
"knowledge","LA","公共解","线性方程组","7"
"knowledge","LA","惯性定理","二次型","37"
"knowledge","LA","惯性指数","二次型","65"
"knowledge","LA","广义特征向量","特征值与特征向量","8"
"knowledge","LA","规范形","二次型","19"
"knowledge","LA","过渡矩阵","向量组线性相关性","15"
"knowledge","LA","含参数","线性方程组","9"
"knowledge","LA","含参数的方程组","线性方程组","7"
"knowledge","LA","合同","矩阵运算","11"
"knowledge","LA","合同变换","二次型","50"
"knowledge","LA","合同对角化","二次型","5"
"knowledge","LA","合同矩阵","矩阵运算","7"
"knowledge","LA","核空间","向量组线性相关性","14"
"knowledge","LA","迹","矩阵运算","11"
"knowledge","LA","基变换","向量组线性相关性","17"
"knowledge","LA","基础解系","线性方程组","64"
"knowledge","LA","基与坐标","向量组线性相关性","8"
"knowledge","LA","极大无关组","向量组线性相关性","7"
"knowledge","LA","极大线性无关组","向量组线性相关性","17"
"knowledge","LA","几何重数","特征值与特征向量","14"
"knowledge","LA","解的结构","线性方程组","16"
"knowledge","LA","解的判定","线性方程组","16"
"knowledge","LA","解空间","线性方程组","20"
"knowledge","LA","解空间维数","线性方程组","7"
"knowledge","LA","矩阵/伴随矩阵","伴随矩阵","1"
"knowledge","LA","矩阵/伴随矩阵/代数性质","伴随矩阵","1"
"knowledge","LA","矩阵/反对称矩阵","实对称矩阵","1"
"knowledge","LA","矩阵/矩阵乘法","矩阵运算","1"
"knowledge","LA","矩阵/矩阵乘法/交换律","矩阵运算","1"
"knowledge","LA","矩阵/矩阵的幂","矩阵","1"
"knowledge","LA","矩阵/矩阵方程","矩阵方程","5"
"knowledge","LA","矩阵/矩阵相似","相似矩阵","1"
"knowledge","LA","矩阵/幂等矩阵/满秩分解","矩阵多项式","1"
"knowledge","LA","矩阵/实对称矩阵/性质","实对称矩阵","1"
"knowledge","LA","矩阵/向量视角","向量","1"
"knowledge","LA","矩阵/正交矩阵/定义","正交变换","3"
"knowledge","LA","矩阵表示","矩阵运算","4"
"knowledge","LA","矩阵乘法","矩阵运算","84"
"knowledge","LA","矩阵乘积","矩阵运算","7"
"knowledge","LA","矩阵乘积的秩","矩阵的秩","5"
"knowledge","LA","矩阵初等变换","初等变换","4"
"knowledge","LA","矩阵的迹","矩阵运算","19"
"knowledge","LA","矩阵的运算","矩阵运算","49"
"knowledge","LA","矩阵等价","初等变换","18"
"knowledge","LA","矩阵对角化","相似对角化","12"
"knowledge","LA","矩阵方程求解","矩阵方程","8"
"knowledge","LA","矩阵高次幂","矩阵","3"
"knowledge","LA","矩阵合同","矩阵运算","14"
"knowledge","LA","矩阵开方","矩阵","3"
"knowledge","LA","矩阵可对角化","相似对角化","3"
"knowledge","LA","矩阵可交换","逆矩阵","6"
"knowledge","LA","矩阵可逆","逆矩阵","21"
"knowledge","LA","矩阵可逆判定","逆矩阵","3"
"knowledge","LA","矩阵可逆性","逆矩阵","13"
"knowledge","LA","矩阵幂","矩阵多项式","75"
"knowledge","LA","矩阵幂计算","矩阵多项式","4"
"knowledge","LA","矩阵幂运算","矩阵多项式","4"
"knowledge","LA","矩阵逆","矩阵","3"
"knowledge","LA","矩阵平方根","矩阵多项式","6"
"knowledge","LA","矩阵求逆","逆矩阵","13"
"knowledge","LA","矩阵特征值","特征值与特征向量","8"
"knowledge","LA","矩阵维数","矩阵","4"
"knowledge","LA","矩阵相似","相似矩阵","59"
"knowledge","LA","矩阵相似对角化","相似对角化","3"
"knowledge","LA","矩阵相似判定","相似矩阵","3"
"knowledge","LA","矩阵行列式","行列式","4"
"knowledge","LA","矩阵因式分解","矩阵","3"
"knowledge","LA","矩阵转置","矩阵运算","14"
"knowledge","LA","可对角化","相似对角化","17"
"knowledge","LA","可对角化条件","相似对角化","15"
"knowledge","LA","可交换矩阵","逆矩阵","5"
"knowledge","LA","可逆矩阵","逆矩阵","82"
"knowledge","LA","可逆线性变换","线性变换","12"
"knowledge","LA","可逆线性替换","线性变换","9"
"knowledge","LA","可逆性","逆矩阵","4"
"knowledge","LA","克拉默法则","线性方程组","5"
"knowledge","LA","列空间","向量组线性相关性","30"
"knowledge","LA","列满秩","矩阵的秩","6"
"knowledge","LA","列向量","向量","3"
"knowledge","LA","列向量线性表示","向量组线性相关性","3"
"knowledge","LA","列向量线性关系","向量","3"
"knowledge","LA","列向量线性组合","向量组线性相关性","4"
"knowledge","LA","零化多项式","特征值与特征向量","6"
"knowledge","LA","零空间","向量组线性相关性","41"
"knowledge","LA","幂等矩阵","矩阵多项式","13"
"knowledge","LA","幂零矩阵","矩阵多项式","40"
"knowledge","LA","逆矩阵求解","逆矩阵","4"
"knowledge","LA","逆矩阵行列式","逆矩阵","3"
"knowledge","LA","逆矩阵运算","逆矩阵","3"
"knowledge","LA","配方法","二次型","47"
"knowledge","LA","平面位置关系","向量","8"
"knowledge","LA","谱分解","特征值与特征向量","8"
"knowledge","LA","齐次方程组","线性方程组","57"
"knowledge","LA","齐次方程组非零解","线性方程组","3"
"knowledge","LA","齐次方程组解空间","线性方程组","5"
"knowledge","LA","齐次方程组同解","线性方程组","3"
"knowledge","LA","齐次线性方程组","线性方程组","28"
"knowledge","LA","全1矩阵","矩阵运算","5"
"knowledge","LA","若尔当标准形","二次型","5"
"knowledge","LA","若尔当标准型","特征值与特征向量","3"
"knowledge","LA","若尔当块","特征值与特征向量","3"
"knowledge","LA","三对角行列式","行列式","7"
"knowledge","LA","三角矩阵","矩阵运算","2"
"knowledge","LA","三平面位置关系","向量","3"
"knowledge","LA","上三角矩阵","矩阵运算","9"
"knowledge","LA","生成子空间","向量组线性相关性","3"
"knowledge","LA","施密特正交化","正交变换","8"
"knowledge","LA","实对称矩阵对角化","相似对角化","6"
"knowledge","LA","实对称矩阵特征值","特征值与特征向量","4"
"knowledge","LA","实对称矩阵正交对角化","相似对角化","4"
"knowledge","LA","顺序主子式","二次型","18"
"knowledge","LA","特征多项式","特征值与特征向量","61"
"knowledge","LA","特征向量","特征值与特征向量","187"
"knowledge","LA","特征向量定义","特征值与特征向量","4"
"knowledge","LA","特征值","特征值与特征向量","409"
"knowledge","LA","特征值法","特征值与特征向量","27"
"knowledge","LA","特征值计算","特征值与特征向量","5"
"knowledge","LA","特征值与特征向量/定义","特征值与特征向量","1"
"knowledge","LA","特征值与特征向量/定义/各行元素之和","特征值与特征向量","1"
"knowledge","LA","特征子空间","特征值与特征向量","20"
"knowledge","LA","通解","线性方程组","35"
"knowledge","LA","通解结构","线性方程组","8"
"knowledge","LA","同解","线性方程组","19"
"knowledge","LA","同解方程组","线性方程组","7"
"knowledge","LA","同时对角化","相似对角化","6"
"knowledge","LA","投影矩阵","矩阵多项式","8"
"knowledge","LA","外积矩阵","矩阵","4"
"knowledge","LA","维数公式","向量组线性相关性","5"
"knowledge","LA","稀疏矩阵","矩阵","1"
"knowledge","LA","系数行列式","行列式","3"
"knowledge","LA","下三角矩阵","矩阵运算","1"
"knowledge","LA","线性表示","向量组线性相关性","78"
"knowledge","LA","线性表示唯一性","向量组线性相关性","3"
"knowledge","LA","线性方程组/抽象问题转化为线性方程组的解","线性方程组","4"
"knowledge","LA","线性方程组/解的讨论","线性方程组","2"
"knowledge","LA","线性方程组/解的讨论/非齐次","线性方程组","1"
"knowledge","LA","线性方程组/解的讨论/齐次","线性方程组","1"
"knowledge","LA","线性方程组解","线性方程组","4"
"knowledge","LA","线性方程组解的存在性","线性方程组","3"
"knowledge","LA","线性方程组解的结构","线性方程组","8"
"knowledge","LA","线性方程组解空间","线性方程组","4"
"knowledge","LA","线性方程组解判定","线性方程组","4"
"knowledge","LA","线性方程组求解","线性方程组","6"
"knowledge","LA","线性方程组通解","线性方程组","8"
"knowledge","LA","线性无关","向量组线性相关性","122"
"knowledge","LA","线性无关定义","向量组线性相关性","3"
"knowledge","LA","线性无关判定","向量组线性相关性","8"
"knowledge","LA","线性相关","向量组线性相关性","99"
"knowledge","LA","线性相关判定","向量组线性相关性","4"
"knowledge","LA","线性相关性","向量组线性相关性","9"
"knowledge","LA","线性相关与无关","向量组线性相关性","3"
"knowledge","LA","线性相关与线性无关","向量组线性相关性","3"
"knowledge","LA","线性映射","线性变换","5"
"knowledge","LA","线性组合","向量组线性相关性","14"
"knowledge","LA","相似","相似矩阵","7"
"knowledge","LA","相似变换","相似矩阵","15"
"knowledge","LA","相似不变量","相似矩阵","10"
"knowledge","LA","向量空间","向量","3"
"knowledge","LA","向量线性表示","向量组线性相关性","3"
"knowledge","LA","向量正交","向量","5"
"knowledge","LA","向量组","向量组线性相关性","36"
"knowledge","LA","向量组的线性相关性","向量组线性相关性","17"
"knowledge","LA","向量组的秩","向量组线性相关性","33"
"knowledge","LA","向量组等价","向量组线性相关性","32"
"knowledge","LA","向量组线性表示","向量组线性相关性","3"
"knowledge","LA","向量组线性无关","向量组线性相关性","7"
"knowledge","LA","向量组线性相关","向量组线性相关性","6"
"knowledge","LA","行变换","初等变换","10"
"knowledge","LA","行等价","初等变换","5"
"knowledge","LA","行空间","向量组线性相关性","13"
"knowledge","LA","行列式/递推","行列式","1"
"knowledge","LA","行列式/定义/代数余子式","伴随矩阵","5"
"knowledge","LA","行列式/具体型/递推","行列式","2"
"knowledge","LA","行列式/具体型/拉普拉斯展开式","行列式","1"
"knowledge","LA","行列式/具体型/么型","行列式","1"
"knowledge","LA","行列式/具体型/X型","行列式","1"
"knowledge","LA","行列式/元素余子式同异","行列式","2"
"knowledge","LA","行列式按行展开","行列式","10"
"knowledge","LA","行列式计算","行列式","45"
"knowledge","LA","行列式性质","行列式","22"
"knowledge","LA","行列式运算","行列式","3"
"knowledge","LA","行列式展开","行列式","12"
"knowledge","LA","行满秩","矩阵的秩","3"
"knowledge","LA","行向量组等价","向量组线性相关性","4"
"knowledge","LA","行最简形","初等变换","7"
"knowledge","LA","循环矩阵","矩阵","3"
"knowledge","LA","友矩阵","矩阵","4"
"knowledge","LA","增广矩阵","线性方程组","14"
"knowledge","LA","增广矩阵秩","线性方程组","3"
"knowledge","LA","张成子空间","向量组线性相关性","4"
"knowledge","LA","正定","二次型","5"
"knowledge","LA","正定二次型","二次型","11"
"knowledge","LA","正定矩阵","二次型","73"
"knowledge","LA","正定矩阵判定","二次型","4"
"knowledge","LA","正定性","二次型","9"
"knowledge","LA","正定性判定","二次型","6"
"knowledge","LA","正负惯性指数","二次型","5"
"knowledge","LA","正惯性指数","二次型","8"
"knowledge","LA","正交变换法","正交变换","17"
"knowledge","LA","正交变换化标准形","二次型","5"
"knowledge","LA","正交补","正交变换","13"
"knowledge","LA","正交对角化","相似对角化","32"
"knowledge","LA","正交矩阵","正交变换","74"
"knowledge","LA","正交向量","正交变换","5"
"knowledge","LA","正交性","正交变换","5"
"knowledge","LA","秩-零化度定理","矩阵的秩","13"
"knowledge","LA","秩不等式","矩阵的秩","22"
"knowledge","LA","秩一矩阵","矩阵","46"
"knowledge","LA","秩与解空间维数","线性方程组","3"
"knowledge","LA","秩与相似","相似矩阵","6"
"knowledge","LA","置换矩阵","矩阵运算","11"
"knowledge","LA","子空间","向量组线性相关性","6"
"knowledge","LA","坐标变换","向量组线性相关性","11"
"knowledge","LA","Gram矩阵","矩阵","10"
"knowledge","LA","Hessian矩阵","矩阵","1"
"knowledge","LA","Jordan标准形","二次型","5"
"knowledge","LA","Jordan标准型","特征值与特征向量","4"
"knowledge","LA","Jordan块","特征值与特征向量","4"
"knowledge","LA","LA/二次型","二次型","98"
"knowledge","LA","LA/矩阵","矩阵","64"
"knowledge","LA","LA/矩阵相似","相似矩阵","50"
"knowledge","LA","LA/特征值与对角化","特征值与特征向量","74"
"knowledge","LA","LA/线性方程组","线性方程组","45"
"knowledge","LA","LA/向量","向量","16"
"knowledge","LA","LA/向量与方程组","向量","61"
"knowledge","LA","LA/行列式","行列式","31"
"knowledge","LA","LA/行列式与矩阵","行列式","73"
"knowledge","LA","LU分解","矩阵分解","5"
"knowledge","LA","Rayleigh商","特征值与特征向量","9"
"knowledge","LA","Schur补","分块矩阵","6"
"knowledge","LA","Sylvester不等式","行列式","5"
"knowledge","OS","安全序列","死锁","12"
"knowledge","OS","安全状态","死锁","7"
"knowledge","OS","按需调页","虚拟内存","6"
"knowledge","OS","并发进程","进程与线程","9"
"knowledge","OS","并发性","进程与线程","4"
"knowledge","OS","并发与并行","进程与线程","3"
"knowledge","OS","并发执行","进程与线程","7"
"knowledge","OS","操作系统定义","操作系统概述","4"
"knowledge","OS","操作系统功能","操作系统概述","4"
"knowledge","OS","操作系统内核","操作系统概述","3"
"knowledge","OS","磁盘调度算法","磁盘调度","23"
"knowledge","OS","磁盘访问次数","磁盘调度","7"
"knowledge","OS","磁盘访问时间","磁盘调度","5"
"knowledge","OS","磁盘I_O","I_O管理","5"
"knowledge","OS","磁盘I_O次数","I_O管理","2"
"knowledge","OS","磁盘I_O时间组成","I_O管理","1"
"knowledge","OS","单缓冲","I_O管理","4"
"knowledge","OS","地址转换","分页与分段","40"
"knowledge","OS","调度算法","进程调度","6"
"knowledge","OS","动态分区分配","内存分配","12"
"knowledge","OS","动态重定位","分页与分段","10"
"knowledge","OS","抖动","页面置换","5"
"knowledge","OS","读者-写者问题","经典同步问题","3"
"knowledge","OS","短进程优先","进程与线程","4"
"knowledge","OS","短作业优先调度","进程调度","12"
"knowledge","OS","段表","分页与分段","6"
"knowledge","OS","段页式存储管理","分页与分段","5"
"knowledge","OS","多道程序度","操作系统概述","4"
"knowledge","OS","多道程序设计","操作系统概述","7"
"knowledge","OS","多级反馈队列","进程调度","7"
"knowledge","OS","多级索引","文件系统","5"
"knowledge","OS","多级页表","虚拟内存","7"
"knowledge","OS","二级页表","虚拟内存","6"
"knowledge","OS","分段存储管理","分页与分段","14"
"knowledge","OS","分时操作系统","操作系统概述","3"
"knowledge","OS","分时系统","操作系统概述","11"
"knowledge","OS","分页存储","分页与分段","1"
"knowledge","OS","分页存储管理","分页与分段","29"
"knowledge","OS","改进型CLOCK","页面置换","3"
"knowledge","OS","高响应比优先","进程调度","6"
"knowledge","OS","工作集","页面置换","7"
"knowledge","OS","共享变量","同步与互斥","10"
"knowledge","OS","共享设备","I_O管理","5"
"knowledge","OS","管程","经典同步问题","5"
"knowledge","OS","互斥","同步与互斥","6"
"knowledge","OS","互斥访问","同步与互斥","10"
"knowledge","OS","互斥条件","同步与互斥","3"
"knowledge","OS","互斥信号量","同步与互斥","7"
"knowledge","OS","缓冲池","I_O管理","3"
"knowledge","OS","缓冲技术","I_O管理","4"
"knowledge","OS","缓冲区管理","I_O管理","5"
"knowledge","OS","饥饿现象","进程调度","5"
"knowledge","OS","减少磁盘I_O次数","I_O管理","1"
"knowledge","OS","进程并发执行","进程与线程","3"
"knowledge","OS","进程创建","进程与线程","8"
"knowledge","OS","进程调度时机","进程调度","3"
"knowledge","OS","进程概念","进程与线程","3"
"knowledge","OS","进程互斥","同步与互斥","5"
"knowledge","OS","进程间通信","进程与线程","6"
"knowledge","OS","进程控制块","进程与线程","18"
"knowledge","OS","进程切换","进程与线程","8"
"knowledge","OS","进程三态模型","进程与线程","4"
"knowledge","OS","进程通信","进程与线程","3"
"knowledge","OS","进程同步","同步与互斥","28"
"knowledge","OS","进程映像","进程与线程","4"
"knowledge","OS","进程状态","进程与线程","6"
"knowledge","OS","进程状态转换","进程与线程","34"
"knowledge","OS","进程阻塞","进程与线程","7"
"knowledge","OS","就绪队列","进程调度","11"
"knowledge","OS","就绪态","进程与线程","11"
"knowledge","OS","空闲空间管理","文件系统","5"
"knowledge","OS","连续分配","文件系统","17"
"knowledge","OS","链接分配","文件系统","8"
"knowledge","OS","临界区","同步与互斥","22"
"knowledge","OS","临界区互斥","同步与互斥","6"
"knowledge","OS","临界资源","同步与互斥","13"
"knowledge","OS","逻辑地址转换","分页与分段","3"
"knowledge","OS","目录文件","文件系统","3"
"knowledge","OS","目录项","文件系统","9"
"knowledge","OS","内部碎片","内存分配","5"
"knowledge","OS","内核级线程","进程与线程","6"
"knowledge","OS","内核态","系统调用与中断","8"
"knowledge","OS","内核态切换","系统调用与中断","3"
"knowledge","OS","批处理系统","操作系统概述","6"
"knowledge","OS","平均周转时间","进程调度","5"
"knowledge","OS","抢占式调度","进程调度","10"
"knowledge","OS","请求分页","分页与分段","5"
"knowledge","OS","缺页","页面置换","2"
"knowledge","OS","缺页处理","页面置换","10"
"knowledge","OS","缺页率","页面置换","6"
"knowledge","OS","缺页率计算","页面置换","3"
"knowledge","OS","缺页异常","页面置换","24"
"knowledge","OS","设备管理","I_O管理","7"
"knowledge","OS","设备驱动程序","I_O管理","15"
"knowledge","OS","生产者-消费者问题","经典同步问题","20"
"knowledge","OS","时间片轮转调度","进程调度","26"
"knowledge","OS","时钟中断","系统调用与中断","8"
"knowledge","OS","实时操作系统","操作系统概述","5"
"knowledge","OS","首次适应算法","内存分配","4"
"knowledge","OS","树形目录结构","文件系统","5"
"knowledge","OS","双缓冲区","I_O管理","6"
"knowledge","OS","死锁必要条件","死锁","11"
"knowledge","OS","死锁避免","死锁","25"
"knowledge","OS","死锁检测","死锁","8"
"knowledge","OS","死锁解除","死锁","4"
"knowledge","OS","死锁预防","死锁","13"
